0.005,0.006,0.007,0.008,0.009,0.01,0.011,0.012,0.013,0.014,0.015,0.016,0.017,0.018,0.019,0.02
(-8.991402377959021e-12-1.8390592722715415e-12j),(1.3342802814595829e-12+2.5838834463421686e-12j),(-4.946618236518166e-11-9.124283121329976e-11j),(5.416173371116677e-12-1.3366822535276558e-11j),(8.436239742666007e-11+1.5605953059017918e-10j),(6.278117769736837e-11-4.242721842204916e-11j),(5.1066716689680656e-11-1.6748403945896678e-10j),(5.977383503173486e-12-1.0135192972359927e-10j),(1.9983191417976854e-12+5.063235500658587e-12j),(2.7432664549426884e-11-1.325886757293606e-10j),(-8.927173948905852e-11+1.7147769808100934e-11j),(1.0374695051491179e-10+8.652841944581495e-11j),(6.048129181755661e-11+6.702371644621192e-11j),(8.430985808825969e-11+9.555464471787795e-11j),(-4.7403739690579346e-11-4.442156974922807e-11j),(-8.219949759113481e-11-8.713810418664112e-11j)
(-1.2593630767034894e-12-4.8617738940376955e-12j),(2.136599761615345e-12+1.12671949006837e-11j),(-3.8890056111779315e-11-8.213175589787322e-11j),(1.1856559793943488e-11-2.644656380135383e-11j),(1.0136610972009608e-10+2.0343572361375e-10j),(7.960670176425525e-11-4.9908479677514e-11j),(8.086137871507277e-11-2.3393103937116346e-10j),(1.445604085637327e-11-1.428283757699785e-10j),(-8.944092649630903e-11+8.231211663594673e-11j),(5.495327472172593e-11-2.0973022823932851e-10j),(-1.4921814405200052e-10+2.056203628167268e-11j),(-8.535970231026584e-11-3.7240353571070414e-11j),(1.0308218194154034e-10+1.3605183297616603e-10j),(1.5320446753782254e-10+2.1617633074758315e-10j),(-8.999836644436026e-11-1.0736798421695099e-10j),(-1.6753274780394212e-10-2.614247109706484e-10j)
(7.378614955441882e-12-6.427494825904497e-12j),(2.0436829687035667e-12+1.6549131478375802e-11j),(-1.7643214553028104e-11-5.191847422784511e-11j),(1.6916450776532606e-11-3.6274825409713305e-11j),(9.485995791013963e-11+2.0909245904819061e-10j),(8.087303132007389e-11-4.655909685448995e-11j),(9.813161109275826e-11-2.578673295284131e-10j),(2.1705739842592003e-11-1.5947318516896776e-10j),(-1.719193568944375e-10+1.5234109540054412e-10j),(7.624437033547814e-11-2.5532160399277264e-10j),(-1.8820189987796697e-10+1.973721731632231e-11j),(-2.6909919415639935e-10-1.5683678898834621e-10j),(1.3160687724771327e-10+1.8873322218036662e-10j),(2.0237672757411738e-10+3.123653393291101e-10j),(-1.2144674823273335e-10-1.5866456811331071e-10j),(-2.3321148151087216e-10-4.0943708784800867e-10j)
(1.3676038433153778e-11-5.620493020451478e-12j),(6.926192874771967e-13+1.7740053553494077e-11j),(8.586594072714447e-12-8.258770492487094e-12j),(1.9977353713710146e-11-4.123261737705447e-11j),(6.636767402453083e-11+1.7245308116890524e-10j),(6.657173523383298e-11-3.3011974390559317e-11j),(1.0037557748558098e-10-2.3455239001905124e-10j),(2.6675511265563808e-11-1.4890129657198296e-10j),(-2.396720566609547e-10+2.0931040000748107e-10j),(8.826640776208602e-11-2.6255798571613295e-10j),(-2.0070558211187674e-10+1.480447882979244e-11j),(-4.349095151545652e-10-2.6523239158449623e-10j),(1.4202544629533392e-10+2.1853871588359735e-10j),(2.2534298587238232e-10+3.7355512169261903e-10j),(-1.376653501117165e-10-1.9262520745309735e-10j),(-2.7185586756809416e-10-5.161544872886738e-10j)
(1.5549059766185287e-11-2.7501668038141964e-12j),(-1.5035737051941322e-12+1.3550314958451487e-11j),(3.253151916752531e-11+3.748134510091919e-11j),(2.0396330613685377e-11-4.0959096608391394e-11j),(2.228336851789893e-11+1.0037689248927648e-10j),(3.9071739454725755e-11-1.1951361678858057e-11j),(8.687699138998632e-11-1.6816662519223557e-10j),(2.8608885947394362e-11-1.1237890841453212e-10j),(-2.880901886820038e-10+2.477296695939181e-10j),(8.943785562062707e-11-2.2993105656949862e-10j),(-1.8476923855501315e-10+5.978113216206824e-12j),(-5.702153989824009e-10-3.5609793835602766e-10j),(1.3274617212572284e-10+2.2192178712499387e-10j),(2.1905802832565663e-10+3.9233440822442614e-10j),(-1.3660605002498669e-10-2.056576883984998e-10j),(-2.78054050073272e-10-5.702598506680151e-10j)
(1.2249935928332425e-11+9.3658667829006e-13j),(-3.5385001174976362e-12+5.8096711243445035e-12j),(4.757668167948059e-11+7.440640563275662e-11j),(1.867706589772025e-11-3.5374237907734614e-11j),(-2.736630627045766e-11+7.655662670432761e-12j),(4.099284583618331e-12+1.1631139276061314e-11j),(5.943746012689806e-11-7.070001070817166e-11j),(2.6662133193285935e-11-5.630173880027103e-11j),(-3.1400269375708297e-10+2.6401291188577114e-10j),(7.962066132660657e-11-1.6246537726276128e-10j),(-1.4281041513785715e-10-5.202732308865144e-12j),(-6.65089768724949e-10-4.246287706561164e-10j),(1.0501896195085981e-10+1.983605694668802e-10j),(1.8387558332685117e-10+3.664198052243761e-10j),(-1.1826933444789942e-10-1.9608549905601143e-10j),(-2.512532105942323e-10-5.661098510285797e-10j)
(4.926718354004829e-12+4.436898480376311e-12j),(-5.185584052581688e-12-3.832361636965025e-12j),(4.887940187224828e-11+9.269891276190743e-11j),(1.46582321760275e-11-2.5506328557897077e-11j),(-7.142460054792201e-11-8.700441467799154e-11j),(-3.2007585209588215e-11+3.299725851105365e-11j),(2.1851538026888537e-11+4.008946110091015e-11j),(2.0853252591394215e-11+9.355848431047056e-12j),(-3.15777507877711e-10+2.564652467442725e-10j),(5.946163947230484e-11-7.035333620791639e-11j),(-8.06414234437632e-11-1.6923808716285438e-11j),(-7.12355957508744e-10-4.672744165128116e-10j),(6.224415688726371e-11+1.5043532819514157e-10j),(1.2435818161691539e-10+2.986661325071478e-10j),(-8.491555031064042e-11-1.646780353558945e-10j),(-1.940303003035005e-10-5.040618653284452e-10j)
(-4.143432222135314e-12+6.089333644371512e-12j),(-5.091207833603232e-12-1.263121098825183e-11j),(3.6384708030650207e-11+8.777043093473871e-11j),(8.800947276257653e-12-1.2291468761813278e-11j),(-9.965126128821813e-11-1.6447829066522575e-10j),(-6.210149798924602e-11+4.7409455776007164e-11j),(-2.0110526342294435e-11+1.438376886136303e-10j),(1.1220067600613916e-11+7.399791835763563e-11j),(-2.9336905438401397e-10+2.2618860165918285e-10j),(3.0883249448762086e-11+3.263653703490662e-11j),(-6.734802828246634e-12-2.711881193331699e-11j),(-7.080768594718272e-10-4.817169272733584e-10j),(1.0485793860816977e-11+8.388963459518583e-11j),(4.844424966670071e-11+1.9662959893767195e-10j),(-4.0752891867053804e-11-1.1490984205889266e-10j),(-1.1287237685332732e-10-3.895912345038481e-10j)
(-1.1868417630735241e-11+5.346729014110623e-12j),(-3.2439392897066315e-12-1.810562458084184e-11j),(1.3331309834320747e-11+6.059281629281852e-11j),(1.8494576829966163e-12+2.4792912448969733e-12j),(-1.0509640654711159e-10-2.0869598163340997e-10j),(-8.040908585441917e-11+5.191069062215616e-11j),(-5.963483990123873e-11+2.2168402229496437e-10j),(-8.655004669589939e-13+1.2608018275675552e-10j),(-2.4812711995940983e-10+1.7580757198316267e-10j),(-2.5451478461557794e-12+1.3129532018718742e-10j),(6.85365635878714e-11-3.359878528820242e-11j),(-6.527208895721823e-10-4.667232095302535e-10j),(-4.319755214757692e-11+6.840451593354684e-12j),(-3.4599951569942945e-11+7.190719930299144e-11j),(9.025212415170375e-12-5.238552857506895e-11j),(-1.6998391469234586e-11-2.3471171069799684e-10j)
(-1.5149815522819917e-11+2.337757321139012e-12j),(1.8303635252909236e-13-1.8781354052068223e-11j),(-1.371605103114851e-11+1.7870246520525568e-11j),(-5.264393060182254e-12+1.650613921882827e-11j),(-8.652706833652666e-11-2.1022254129915427e-10j),(-8.273401238805532e-11+4.516400715358548e-11j),(-9.061013960868549e-11+2.592612030409287e-10j),(-1.404357056427864e-11+1.564979969090865e-10j),(-1.8261847019866714e-10+1.1004078623687643e-10j),(-3.696355289434603e-11+2.1036343672400808e-10j),(1.3410784705064234e-10-3.4634977795543195e-11j),(-5.503320566311526e-10-4.224591513797425e-10j),(-9.150388605097664e-11-7.144060862759088e-11j),(-1.1398573651394366e-10-6.159860409043685e-11j),(5.8076340087931e-11+1.6332224279215912e-11j),(8.230561002806613e-11-5.488269018810528e-11j)
(-1.3559284347819607e-11-1.897314696099738e-12j),(4.315158022647658e-12-1.4352064350299953e-11j),(-3.806608847830117e-11-2.9439907473528106e-11j),(-1.1771730653817879e-11+2.859429168672759e-11j),(-4.7590850274211246e-11-1.6919783132718187e-10j),(-6.922507823953607e-11+2.8381823575187175e-11j),(-1.078439243405912e-10+2.4928365430783205e-10j),(-2.6185508963676956e-11+1.5978766488221567e-10j),(-1.0203157760179113e-10+3.4620748391393093e-11j),(-6.77058765135446e-11+2.5802014359947815e-10j),(1.8102024663210706e-10-2.9766636484205456e-11j),(-4.083980068932443e-10-3.513095158241954e-10j),(-1.275545679406161e-10-1.4128527404185082e-10j),(-1.7949900779056417e-10-1.8870509782387336e-10j),(1.0020176136127522e-10+8.390159884846161e-11j),(1.73556316061184e-10+1.313738859571102e-10j)
(-7.2028757332461765e-12-5.9452609273517276e-12j),(7.839063879478523e-12-5.7978294400547916e-12j),(-5.205493056507942e-11-6.947494414403509e-11j),(-1.7000854250722103e-11+3.7121832211983625e-11j),(3.115388177000153e-12-9.324224492464746e-11j),(-4.171289017183014e-11+5.408937050202736e-12j),(-1.0814353235019614e-10+1.9348584316650074e-10j),(-3.5587374922888924e-11+1.3569691879957597e-10j),(-1.1572762233394228e-11-4.337985878707267e-11j),(-9.045236956993575e-11+2.668680357475472e-10j),(2.0263842091069843e-10-1.9137818868854116e-11j),(-2.383647757617286e-10-2.567183659527118e-10j),(-1.4638025205945966e-10-1.941126970668483e-10j),(-2.2229181244231596e-10-2.948323114441161e-10j),(1.3027226251444674e-10+1.424439823270182e-10j),(2.457972982675084e-10+3.049651370297653e-10j)
(1.6136387543893671e-12-8.297445283254037e-12j),(9.345434817967119e-12+5.03075566949759e-12j),(-5.197733774586775e-11-9.228632085097393e-11j),(-2.029368431366242e-11+4.084214489244403e-11j),(5.397781562205573e-11+2.0147376850478035e-12j),(-5.995808757265285e-12-1.877557715722096e-11j),(-9.065234134578024e-11+1.0192935696770428e-10j),(-4.003467181399031e-11+8.802285083485441e-11j),(8.134433472548144e-11-1.1711048934153831e-10j),(-1.0221437071664244e-10+2.351894294971558e-10j),(1.9558273437721858e-10-3.8745937787694945e-12j),(-5.2601120770533344e-11-1.437251303782378e-10j),(-1.4518735367820943e-10-2.235834957254544e-10j),(-2.368591953456928e-10-3.6755833998464264e-10j),(1.4442407384533727e-10+1.8571129808105324e-10j),(2.900129217154315e-10+4.4825687867561944e-10j)
(9.950245303765907e-12-7.701330544435867e-12j),(8.24454108833699e-12+1.4884701656395098e-11j),(-3.760162613258117e-11-9.16158970015941e-11j),(-2.1098192932918196e-11+3.95922832875288e-11j),(9.350536728258545e-11+9.7602766774201e-11j),(3.118063791455727e-11-3.960067498741219e-11j),(-5.794073508256892e-11-8.896053208269448e-12j),(-3.849905154474873e-11+2.4802824384339248e-11j),(1.6908180695488103e-10-1.8029621927948658e-10j),(-1.0088641461480513e-10+1.680859310926322e-10j),(1.605354687178391e-10+1.382344046588817e-11j),(1.3534328162079426e-10-1.9025260633461642e-11j),(-1.237596345013194e-10-2.2582660318522747e-10j),(-2.2100161898995391e-10-3.986379582511471e-10j),(1.4060445178174594e-10+2.0853906292653247e-10j),(3.010112325656848e-10+5.45977007629349e-10j)
(1.487191647595681e-11-4.533889504390896e-12j),(4.2230925616081085e-12+2.132264050008925e-11j),(-1.2566023290606917e-11-6.771654856665718e-11j),(-1.9670387764352386e-11+3.3252049978527705e-11j),(1.1236774988606398e-10+1.7380572589503718e-10j),(6.233597911062548e-11-5.209044326603523e-11j),(-1.452280959892375e-11-1.187271077574805e-10j),(-3.073417515699296e-11-4.305173115974809e-11j),(2.434104981495871e-10-2.2761616359007087e-10j),(-8.603778814649571e-11+7.51122813736728e-11j),(1.0276110820687138e-10+3.08245987637075e-11j),(3.11992030303138e-10+1.0891496064527391e-10j),(-8.488520641033743e-11-2.0030221422975525e-10j),(-1.7626577095867984e-10-3.8432270640314355e-10j),(1.1901145260280474e-10+2.084903241768474e-10j),(2.763080900221706e-10+5.878763394811972e-10j)
(1.4502103991602767e-11+3.254520128690041e-13j),(-1.659245818973028e-12+2.2325144589057564e-11j),(1.652581106601869e-11-2.639869918707328e-11j),(-1.5847056326174928e-11+2.2696416499478287e-11j),(1.0598418986570841e-10+2.1465883168533614e-10j),(8.166881378763933e-11-5.326722715113257e-11j),(3.239080617092986e-11-2.072364947573134e-10j),(-1.7377629413602585e-11-1.0388103528478776e-10j),(2.978771302898505e-10-2.551027508921905e-10j),(-5.90343924912851e-11-2.964425752757263e-11j),(3.024411204568666e-11+4.4413679727055094e-11j),(4.6531860315520587e-10+2.318075744441482e-10j),(-3.3820314003240124e-11-1.5028239250523769e-10j),(-1.0816530212235741e-10-3.26149322082956e-10j),(8.233096755597465e-11+1.851234838279893e-10j),(2.1845581744253912e-10+5.695430900410183e-10j)
(8.87241354646025e-12+5.47114508629485e-12j),(-7.880414284701042e-12+1.7532693433187033e-11j),(4.1575643312143046e-11+2.1817613972015725e-11j),(-1.0509691962658814e-11+9.246832344337245e-12j),(7.51633612860065e-11+2.118889626296218e-10j),(8.502002089324673e-11-4.309019311754698e-11j),(7.576427996896082e-11-2.582592462367354e-10j),(1.1237580713414043e-13-1.4695143493630541e-10j),(3.2724649883682255e-10-2.608790680499695e-10j),(-2.295610312521765e-11-1.306541456685606e-10j),(-4.718798787038891e-11+5.2066180307676724e-11j),(5.856951968198385e-10+3.4091378071357625e-10j),(2.2536457321628525e-11-8.160344366173609e-11j),(-2.4843931551883986e-11-2.3048180368082217e-10j),(3.4799284846883265e-11+1.4110004855022174e-10j),(1.3356960767678085e-10+4.926818689546913e-10j)
(1.4168594730657315e-14+8.733692058351615e-12j),(-1.2245071174776834e-11+7.853779758984185e-12j),(5.522747959635776e-11+6.470529652045638e-11j),(-3.8654115564333175e-12-5.2946761510658045e-12j),(2.656727049895192e-11+1.657041477518151e-10j),(7.190640878053866e-11-2.305437114704058e-11j),(1.0768521175584007e-10-2.6195171580426745e-10j),(1.9015227079253235e-11-1.648024656802864e-10j),(3.2868336460888563e-10-2.440681216161738e-10j),(1.7781890434072156e-11-2.1240848790464916e-10j),(-1.1837039970301683e-10+5.1808591606908207e-11j),(6.657576385787121e-10+4.279314518450068e-10j),(7.660697690362798e-11-2.330851651443303e-12j),(6.270296395697534e-11-1.0804301818044246e-10j),(-1.804653302749628e-11+8.094208041585356e-11j),(3.0951766462121606e-11+3.6434766344737235e-10j)
(-9.187391136829873e-12+8.947497977119818e-12j),(-1.3801670693726903e-11-4.238173297630439e-12j),(5.36719746469577e-11+9.167281461819452e-11j),(3.207392828620258e-12-1.9367191999000208e-11j),(-2.9443373610436466e-11+8.510241765659454e-11j),(4.4609303629409276e-11+2.1604978634571836e-12j),(1.228211019216071e-10-2.1757175490029456e-10j),(3.6248130074577005e-11-1.5444911473502037e-10j),(3.0217824133660636e-10-2.06443501921865e-10j),(5.745882043346823e-11-2.624777172824657e-10j),(-1.7302651399427047e-10+4.306833213125654e-11j),(7.003932244684497e-10+4.866982828907344e-10j),(1.2088882180932656e-10+7.755294153457305e-11j),(1.439135787690975e-10+2.7436282709883856e-11j),(-6.953046314398827e-11+1.1308241258808994e-11j),(-7.759490193428438e-11+1.9805840746165858e-10j)
(-1.537110100017984e-11+6.310254265214765e-12j),(-1.1317849147081285e-11-1.5341121956393513e-11j),(3.741524526198261e-11+9.551791582853324e-11j),(9.764837383878466e-12-3.107264038562317e-11j),(-7.973556072464767e-11-1.3630461773279839e-11j),(8.182637099342102e-12+2.748247886571839e-11j),(1.1783211472209072e-10-1.3302571302691096e-10j),(4.8742063798432015e-11-1.1715694773799422e-10j),(2.5036904163550373e-10-1.5090828675693463e-10j),(9.111330714988217e-11-2.731066109095913e-10j),(-2.0346479051624464e-10+2.686326034809988e-11j),(6.878515857550402e-10+5.12597257869987e-10j),(1.4922278837141062e-10+1.484963666478995e-10j),(2.0795593099876578e-10+1.6057344420028242e-10j),(-1.1328591131026224e-10-6.026511433143005e-11j),(-1.79668217601347e-10+1.000521701894408e-11j)
(-1.6579688211646855e-11+1.0989478282078927e-12j),(-5.1320717634701926e-12-2.2418000572549896e-11j),(1.0101356711086437e-11+7.509355207248377e-11j),(1.5304271448209917e-11-3.8701486102080735e-11j),(-1.1345559999522318e-10-1.1046280360782392e-10j),(-3.029318524717868e-11+4.734936846841819e-11j),(9.29126578712562e-11-2.3377345176067203e-11j),(5.415033194502086e-11-5.939487072975436e-11j),(1.78019210568373e-10-8.184708420191943e-11j),(1.1342513447608129e-10-2.4252780761986875e-10j),(-2.0533863277643866e-10+4.802332686530324e-12j),(6.290099895281051e-10+5.033726513684569e-10j),(1.575880361573457e-10+2.0177985271755614e-10j),(2.465957563495294e-10+2.7620199278759413e-10j),(-1.4364300725727749e-10-1.257713925248144e-10j),(-2.631155016759585e-10-1.8003972514826806e-10j)
(-1.2143032968948324e-11-4.242034695765189e-12j),(3.469420617008251e-12-2.3601230256108395e-11j),(-2.0904697360244583e-11+3.515733070857473e-11j),(1.9234262608093697e-11-4.128169057854649e-11j),(-1.2190792686980334e-10-1.8547180018256958e-10j),(-6.286994662277098e-11+5.747194006571346e-11j),(5.1385662094669057e-11+9.111812629637317e-11j),(5.073826696246245e-11+9.190249179543783e-12j),(9.155745914950758e-11-5.114756281283262e-12j),(1.210674190742362e-10-1.752006331676833e-10j),(-1.7823088815746064e-10-1.9611661067523493e-11j),(5.269953625519843e-10+4.598982947435669e-10j),(1.4453365241917693e-10+2.3079166187819228e-10j),(2.542750130747068e-10+3.609264342952742e-10j),(-1.5659425822006772e-10-1.7781847867478543e-10j),(-3.17716750668518e-10-3.528705544307649e-10j)
(-3.1678058965616405e-12-8.652937149328814e-12j),(1.2111472880256431e-11-1.8074262122763145e-11j),(-4.674675472289685e-11-1.407993459710668e-11j),(2.1104152256023795e-11-3.8984675568435546e-11j),(-1.0316573408385762e-10-2.227858585705959e-10j),(-8.377549531488779e-11+5.5459376317410814e-11j),(8.513318722283365e-16+1.8971939894021398e-10j),(3.862466860296699e-11+7.644540627616292e-11j),(-1.2495727601728635e-12+7.27452747217808e-11j),(1.1229979535983433e-10-8.105874328705856e-11j),(-1.2533593627216962e-10-4.277381691053012e-11j),(3.8854640705894615e-10+3.8546416001554345e-10j),(1.1169826858268556e-10+2.3165959472192908e-10j),(2.2965820470444943e-10+4.0504056682214376e-10j),(-1.501229502074532e-10-2.1065051799320737e-10j),(-3.362734747251568e-10-4.90824262809489e-10j)
(6.713481525553773e-12-1.0037750058347093e-11j),(1.8390045437940414e-11-7.328021518463741e-12j),(-6.035052116104038e-11-6.034690300058341e-11j),(2.0466322255466436e-11-3.1872892345517805e-11j),(-6.024109461074932e-11-2.1469459902573587e-10j),(-8.833224916098997e-11+4.141562332487384e-11j),(-5.324083586309349e-11+2.541672739858053e-10j),(1.9128803872421414e-11+1.3099407032325747e-10j),(-9.320727950846665e-11+1.4462137000672618e-10j),(8.736835905336916e-11+2.6015729064586848e-11j),(-5.441768055761028e-11-6.065285039216547e-11j),(2.2226589432757194e-10+2.8494606805431595e-10j),(6.308582006180031e-11+2.04188939487704e-10j),(1.7502027242960978e-10+4.0355332044607056e-10j),(-1.246813532765552e-10-2.2025244694239298e-10j),(-3.1577352486073734e-10-5.793453252178553e-10j)
