0.005,0.006,0.007,0.008,0.009,0.01,0.011,0.012,0.013,0.014,0.015,0.016,0.017,0.018,0.019,0.02
(-1.0612611905069276e-11-2.7663421093865347e-12j),(-1.0314858582757416e-11+2.013339068400571e-12j),(6.180448958232236e-11+9.15654859928743e-11j),(-5.5669184016850516e-11+1.5807481556000197e-10j),(-1.104077710832263e-10+1.69000200713986e-10j),(6.786319048164851e-11+9.492228756507063e-12j),(-6.216133445797978e-11-1.612868907139195e-10j),(-8.747197830410323e-11+3.646497646431745e-12j),(1.1418123879745895e-11+1.0333367449800952e-11j),(-8.21188643009509e-11+7.733845341013045e-11j),(6.109881147201938e-11-3.410356427901438e-11j),(7.320359531613687e-12+1.8025128111851681e-12j),(3.80724772679316e-11-5.627638127236251e-11j),(-1.8089798929431312e-11+9.563679824354798e-11j),(3.8650527808585926e-11-3.4765109953155244e-11j),(6.727773259358806e-11+6.34014817581387e-11j)
(-1.3628607085986772e-11-4.188127145427301e-12j),(1.8601601408189155e-11-3.113685513255696e-12j),(4.764589800116372e-11+7.682735023969623e-11j),(-7.483228440183884e-11+1.946350195751701e-10j),(-1.4646544605610193e-10+2.1401023841753703e-10j),(8.382432527870204e-11+1.4041989519373073e-11j),(-8.299141866056549e-11-2.3216677568480912e-10j),(-1.255287021318099e-10+1.6188759656390575e-12j),(2.1516744166957312e-11+2.2372636745644016e-11j),(-1.3969699281537e-10+1.2048954716125149e-10j),(1.0672229459893039e-10-5.195064241073145e-11j),(-3.494413288400097e-12+8.865405260869227e-12j),(8.437454220789983e-11-1.0400198522006361e-10j),(-6.308271878140862e-11+2.0148118725395262e-10j),(9.493361331944224e-11-6.469289139888963e-11j),(1.3881530184048378e-10+2.0956239424166066e-10j)
(-1.2112263402709214e-11-4.198221509055152e-12j),(4.1724261533266335e-11-7.154410625948606e-12j),(2.0303079368966653e-11+4.2747440824845905e-11j),(-7.945440077266683e-11+1.8823178770762412e-10j),(-1.531158074042719e-10+2.1281156314143955e-10j),(8.294939935172908e-11+1.624687825902502e-11j),(-8.733004911911887e-11-2.623464905553036e-10j),(-1.4245676750745648e-10-1.4977207985725624e-12j),(2.8535853834641057e-11+3.18265555679008e-11j),(-1.7778594563538244e-10+1.451995155620984e-10j),(1.3801080842358288e-10-6.175400256182825e-11j),(-1.4075465104777481e-11+1.5155774845925516e-11j),(1.211885514377704e-10-1.3830999076725168e-10j),(-1.0234416842244754e-10+2.835538363961254e-10j),(1.4067839603579092e-10-8.601097119252052e-11j),(1.9440649777689624e-10+3.351348183460514e-10j)
(-6.78657444772652e-12-2.8467321618926676e-12j),(5.2853419051810154e-11-8.787812441657559e-12j),(-1.2789741144744635e-11-1.8807137245912852e-12j),(-6.83955883506546e-11+1.3994691952928845e-10j),(-1.290794857520354e-10+1.659377167319029e-10j),(6.55313924836151e-11+1.5960313869891016e-11j),(-7.437162264483414e-11-2.462650139171687e-10j),(-1.3531968756604966e-10-5.404528367292983e-12j),(3.189666882852075e-11+3.732121869716596e-11j),(-1.907938709770953e-10+1.4764569607810764e-10j),(1.505303733177339e-10-6.202709766455521e-11j),(-2.4091232557995247e-11+1.9723170340430542e-11j),(1.4383071073274897e-10-1.5480071479825068e-10j),(-1.3214072314101988e-10+3.323182476562034e-10j),(1.7136980696855928e-10-9.66475724135608e-11j),(2.2743595487554596e-10+4.2777383382980567e-10j)
(4.1897689997523136e-13-4.876915439479471e-13j),(4.890421211538179e-11-7.621791823801963e-12j),(-4.2788547992390646e-11-4.607931053506984e-11j),(-4.35271468021456e-11+6.077098789179202e-11j),(-7.921825499343006e-11+8.333237707539294e-11j),(3.499825326730692e-11+1.2906936098369783e-11j),(-4.664112876132109e-11-1.864477609599502e-10j),(-1.0534374506011492e-10-9.525521913653136e-12j),(3.126978452346347e-11+3.829938381600146e-11j),(-1.7737067810999333e-10+1.2713072628708528e-10j),(1.427732805356671e-10-5.260981651751396e-11j),(-3.252981650378085e-11+2.2616178470520765e-11j),(1.5026987336600947e-10-1.510976643917352e-10j),(-1.489838681624117e-10+3.418241585320856e-10j),(1.8338959444664769e-10-9.508872294609127e-11j),(2.339628274951783e-10+4.780987364116782e-10j)
(7.194727271040562e-12+2.178619070451758e-12j),(3.0573273433141806e-11-3.548837718803266e-12j),(-6.167352129519295e-11-7.8683253721154e-11j),(-9.457742214504385e-12-3.185489275736212e-11j),(-1.3269345035906412e-11-1.727717225267964e-11j),(-2.3718105960281458e-12+7.641737313379884e-12j),(-9.248504603371979e-12-9.402157844425305e-11j),(-5.771774694146453e-11-1.2842037245467232e-11j),(2.655656804112962e-11+3.4830723316736266e-11j),(-1.3898211728037597e-10+8.685385055544602e-11j),(1.1543123722356793e-10-3.479125800351654e-11j),(-3.8755667294806127e-11+2.2937860299384186e-11j),(1.3908670948182117e-10-1.274954611849157e-10j),(-1.5111067760749641e-10+3.109688510115584e-10j),(1.7547312017621582e-10-8.127385660834482e-11j),(2.130182087510681e-10+4.804682970591869e-10j)
(1.1416664453679218e-11+4.36562984078691e-12j),(3.675807786604178e-12+1.8183232602408372e-12j),(-6.435162893696495e-11-9.131859974992808e-11j),(2.682339977365376e-11-1.1723095280145863e-10j),(5.515073810901832e-11-1.1435551859358798e-10j),(-3.9432597752066544e-11+9.522755085068394e-13j),(3.0854608212203544e-11+1.5183564750611827e-11j),(-5.941080279764892e-14-1.444670661048848e-11j),(1.905998281196467e-11+2.7742746981531195e-11j),(-8.083529907530834e-11+3.31042222798572e-11j),(7.244670047230643e-11-1.1100060211339444e-11j),(-4.182544840722262e-11+2.099743172489803e-11j),(1.1176801698678884e-10-8.695965894528011e-11j),(-1.3796471488364365e-10+2.433101017980836e-10j),(1.484839539251553e-10-5.702597898585957e-11j),(1.6666873716775954e-10+4.344440798581341e-10j)
(1.1576228370302587e-11+5.468226234161496e-12j),(-2.4472507617914652e-11+6.744555138890107e-12j),(-4.9875338543916544e-11-8.065560724084872e-11j),(5.892165182763429e-11-1.762441836147769e-10j),(1.1298165138006978e-10-1.8713131964393012e-10j),(-6.913982343347435e-11-6.127870663797526e-12j),(6.514053994013312e-11+1.2160807562252063e-10j),(5.776754985598989e-11-1.3845179833339715e-11j),(9.559119117896433e-12+1.739836542563329e-11j),(-1.1430224954215426e-11-2.6421814367639765e-11j),(1.970097490233316e-11+1.4972753695751285e-11j),(-4.2333997582040156e-11+1.6631132980497223e-11j),(7.11016569236051e-11-3.459198553599567e-11j),(-1.1065733294062809e-10+1.466349219080948e-10j),(1.0533650873920098e-10-2.5332960903059723e-11j),(9.996663413981415e-11+3.447596724463678e-10j)
(7.85920699966964e-12+5.600365102615222e-12j),(-4.5530687952838116e-11+9.559483974413101e-12j),(-2.2076008397591886e-11-4.9615378275789674e-11j),(7.969186915677652e-11-1.9594607065840175e-10j),(1.4808267256623854e-10-2.2001851310578854e-10j),(-8.463199598776894e-11-1.2406459373983548e-11j),(8.7393351724761e-11+2.0700389872793672e-10j),(1.0594283946048589e-10-1.0592058321296907e-11j),(-3.593228594998029e-13+5.4833981843129935e-12j),(5.980119927048505e-11-8.230852888019948e-11j),(-3.607153952050907e-11+3.9104582242109065e-11j),(-3.971250350977133e-11+1.0931162048831286e-11j),(2.2008236299620566e-11+2.2512559219786686e-11j),(-7.118435773405014e-11+3.213929841210583e-11j),(5.041137357632317e-11+9.933522713418565e-12j),(2.0793893096544222e-11+2.1971939157153916e-10j)
(1.8096579179699416e-12+3.8779382968389626e-12j),(-5.3647164403824187e-11+9.261517819133185e-12j),(1.164804429466699e-11-5.7357876797189725e-12j),(8.521680017457037e-11-1.7191126924165136e-10j),(1.5351198077195532e-10-2.0576594056687782e-10j),(-8.338795688476557e-11-1.6938524595791098e-11j),(9.267510587419476e-11+2.559740282539968e-10j),(1.3632742126509023e-10-4.747756232578543e-12j),(-9.479884444359751e-12-6.5986429369321146e-12j),(1.2296376081962482e-10-1.262454627588067e-10j),(-8.734531228339954e-11+5.763350309200108e-11j),(-3.406957181354469e-11+3.4744069894027313e-12j),(-3.002620149110593e-11+7.706797311243962e-11j),(-2.3892872231766044e-11-8.641614435428176e-11j),(-1.020813805163165e-11+4.422407595722596e-11j),(-6.204957814680624e-11+7.188159853740515e-11j)
(-4.892969126212919e-12+1.0107741700128151e-12j),(-4.6048054493475164e-11+6.025666182212722e-12j),(4.23168493257567e-11+3.936978162177998e-11j),(7.371558022315305e-11-1.0951058890873652e-10j),(1.2798199734989418e-10-1.473794116303585e-10j),(-6.533461320229147e-11-1.8700553535980838e-11j),(7.979758633248145e-11+2.6002381397018695e-10j),(1.4387107298490551e-10+2.941777284485017e-12j),(-1.6440008975181963e-11-1.7526490872403655e-11j),(1.691023605386534e-10-1.5062435427548597e-10j),(-1.2675723483285482e-10+6.711160125966464e-11j),(-2.615577315756841e-11-3.766535440415941e-12j),(-7.921685637678283e-11+1.2201659330235134e-10j),(2.677444819100063e-11-1.9536479341792812e-10j),(-6.982514559061815e-11+7.354193892592819e-11j),(-1.3876096102303235e-10-8.403977305179525e-11j)
(-9.640482121113684e-12-2.0909926970316843e-12j),(-2.5023562576924165e-11+4.666514848200182e-13j),(6.173299290741003e-11+7.491173190834357e-11j),(4.70966521223827e-11-2.2794958163688715e-11j),(7.684048507429632e-11-5.692284621048105e-11j),(-3.438091604110248e-11-1.7381521216447057e-11j),(5.087197452390842e-11+2.1831055894184014e-10j),(1.2709788920058506e-10+1.1027240931554199e-11j),(-2.0486146126205466e-11-2.612238878629317e-11j),(1.9181832726648323e-10-1.5210857538294176e-10j),(-1.4915261430137123e-10+6.676501797353854e-11j),(-1.623629742004161e-11-1.075554444547447e-11j),(-1.1912157846141943e-10+1.5122816140586392e-10j),(7.570772720887708e-11-2.8191201247582335e-10j),(-1.222658511126559e-10+9.397177552972769e-11j),(-2.0054554312166396e-10-2.3216245821602852e-10j)
(-1.1091698916165772e-11-4.376951794569804e-12j),(2.9940125757881698e-12-5.880149241481121e-12j),(6.432724435976756e-11+9.14508602372207e-11j),(1.0196219405420453e-11+6.880452029465528e-11j),(1.0220968839134519e-11+4.599130410277823e-11j),(3.792744300196684e-12-1.2998621500537803e-11j),(1.1183756776027892e-11+1.3798380904134936e-10j),(8.889157420104398e-11+1.8507650855146813e-11j),(-2.1360646387242302e-11-3.114719273386259e-11j),(1.8769119196875914e-10-1.3001627006093864e-10j),(-1.5160463252164717e-10+5.575536616655877e-11j),(-4.794457866712212e-12-1.628263419765861e-11j),(-1.4560104015869295e-10+1.6066821568048727e-10j),(1.1806300808772295e-10-3.3528942629499003e-10j),(-1.6161933581002464e-10+1.0289482812023066e-10j),(-2.404367959198935e-10-3.5770082904553014e-10j)
(-8.31726915399307e-12-5.306716416115891e-12j),(3.039546669068497e-11-1.0638364694204184e-11j),(4.951577244673896e-11+8.507927967249577e-11j),(-3.00298196515629e-11+1.4495980483064668e-10j),(-5.884114015628928e-11+1.39359926203387e-10j),(4.133806091037189e-11-5.992829095712485e-12j),(-3.129228020806936e-11+3.3165639793496535e-11j),(3.539850086609312e-11+2.367949197893396e-11j),(-1.9576680448987825e-11-3.198161958748525e-11j),(1.5722956462971811e-10-8.789936566936864e-11j),(-1.335766463670816e-10+3.582185604426839e-11j),(7.029933744344934e-12-2.0165802104569834e-11j),(-1.5525727191944286e-10+1.4934221807120037e-10j),(1.4875431260400727e-10-3.49318280979763e-10j),(-1.8378965961717554e-10+9.914951516720099e-11j),(-2.529387716894701e-10-4.478247061316247e-10j)
(-2.6304330569272255e-12-4.423581217517882e-12j),(4.9303912429392994e-11-1.2279762948570138e-11j),(2.139810498962035e-11+5.70166751446845e-11j),(-6.529806674120509e-11+1.888440169425952e-10j),(-1.1652227982724798e-10+2.0322802524104728e-10j),(7.046826601066722e-11+2.4053165861422753e-12j),(-6.893038059055132e-11-7.78207329157478e-11j),(-2.421643915263226e-11+2.481145932190042e-11j),(-1.5477639103047274e-11-2.903145060311684e-11j),(1.0454519576396475e-10-3.145314012544465e-11j),(-9.705256314706371e-11+9.492654422443178e-12j),(1.8187671690027847e-11-2.1967524393302217e-11j),(-1.46879619011941e-10+1.181328781106651e-10j),(1.6476263551055e-10-3.2207097874315895e-10j),(-1.8607803968972533e-10+8.289880591475095e-11j),(-2.3615985661736693e-10-4.933031587931596e-10j)
(4.2866384049280096e-12-1.7693716775877078e-12j),(5.3879821242620306e-11-1.0418873094717885e-11j),(-1.307195766038833e-11+1.4399769339854463e-11j),(-8.805970134303801e-11+1.9044002096534555e-10j),(-1.5083569741276665e-10+2.238575181718279e-10j),(8.60551188310375e-11+1.0811124254847091e-11j),(-9.38660431516679e-11-1.7519747107787217e-10j),(-7.988989503119878e-11+2.1914802626643505e-11j),(-9.944620432467256e-12-2.2325327017315898e-11j),(3.6939715601923636e-11+3.0244826556365135e-11j),(-4.728491808498405e-11-1.8744260306206845e-11j),(2.862019649941111e-11-2.1595978840493994e-11j),(-1.2122126690543173e-10+7.102369924787677e-11j),(1.6388825686835207e-10-2.5647032433079614e-10j),(-1.6797349447607863e-10+5.605430527254981e-11j),(-1.917955541389011e-10-4.892878520177946e-10j)
(9.97231152184697e-12+1.066110741707657e-12j),(4.271934687306237e-11-5.058188318844662e-12j),(-4.446421235461379e-11-3.1697860032823144e-11j),(-9.366772843250329e-11+1.497939712482564e-10j),(-1.5498971047388536e-10+1.96188244171341e-10j),(8.431457081826666e-11+1.7724790389213414e-11j),(-1.0098589882501696e-10-2.421321625340168e-10j),(-1.2254682103520098e-10+1.4691312500205514e-11j),(-4.229173503552597e-12-1.3003121397576724e-11j),(-3.6193827263012725e-11+8.800240366756607e-11j),(9.300800704094578e-12-4.4681758052677855e-11j),(3.700453844305188e-11-1.9062658426420242e-11j),(-8.110127947596026e-11+1.4432446801628655e-11j),(1.4619989132138613e-10-1.6036213146771147e-10j),(-1.313155089144431e-10+2.1507440325782245e-11j),(-1.2431984127795538e-10-4.360210505325982e-10j)
(1.2628322540828197e-11+3.9444638017116626e-12j),(1.926296465407168e-11+1.7834946652537814e-12j),(-6.442101248455157e-11-7.012828054655089e-11j),(-8.034140497057702e-11+7.616173033445256e-11j),(-1.2836187379316635e-10+1.2645592415950544e-10j),(6.602297583040752e-11+2.1845175841379117e-11j),(-8.850336686730786e-11-2.665429485911949e-10j),(-1.4443605330096792e-10+4.143857888071428e-12j),(6.54066115549142e-13-2.5659142628962065e-12j),(-1.0495584177347603e-10+1.3270074748939752e-10j),(6.506522747415063e-11-6.444539706174896e-11j),(4.3338690810108486e-11-1.5128197774207262e-11j),(-3.120484006349634e-11-4.460121597662311e-11j),(1.1297465829683362e-10-4.455031849254774e-11j),(-8.038336346999399e-11-1.6806780988563764e-11j),(-4.064325248379468e-11-3.3834123822396054e-10j)
(1.1354213179909325e-11+5.406504673424941e-12j),(-9.879584758370956e-12+8.05491451497556e-12j),(-6.739666061566738e-11-9.084991114955665e-11j),(-4.9692484619645783e-11-1.4374373806058793e-11j),(-7.574275343447732e-11+2.890460215415482e-11j),(3.4109523602119975e-11+2.2004253282646925e-11j),(-5.831705417480356e-11-2.4419262890248714e-10j),(-1.423230779988069e-10-8.211217526481195e-12j),(3.82819619173305e-12+7.536719445998574e-12j),(-1.5929063909238293e-10+1.574950585550145e-10j),(1.1231864627986224e-10-7.474724242874517e-11j),(4.6274995246843465e-11-9.991728729593463e-12j),(2.2797208112208177e-11-9.851788772742701e-11j),(6.703508780764812e-11+7.739962008491457e-11j),(-2.009897255259991e-11-5.374412502312905e-11j),(4.953991378625858e-11-2.060063810113629e-10j)
(6.337010409770513e-12+5.096255015417157e-12j),(-3.594298840780259e-11+1.1927866439420042e-11j),(-5.2417901989745916e-11-8.858193263723065e-11j),(-7.879319715151034e-12-1.0117784375749473e-10j),(-7.852624380014732e-12-7.525615646007938e-11j),(-4.38320376300648e-12+1.8389984628520966e-11j),(-1.601853888900949e-11-1.7857032633680195e-10j),(-1.15959883911512e-10-2.0089303854908172e-11j),(5.238260212175816e-12+1.5986492324962038e-11j),(-1.915054628034393e-10+1.584131591697933e-10j),(1.4464621065456943e-10-7.370685407146271e-11j),(4.608058753287818e-11-3.970748673266713e-12j),(7.47172025755394e-11-1.398482258415294e-10j),(1.3266669421450838e-11+1.908079977653501e-10j),(4.307854811372328e-11-8.492032385006685e-11j),(1.36212096201113e-10-5.210552400205756e-11j)
(-6.374651440406895e-13+2.94916562894757e-12j),(-5.184209759702233e-11+1.1778085238149869e-11j),(-2.3258508368117045e-11-6.402283240602648e-11j),(3.685294056037579e-11-1.652681090589497e-10j),(6.189438110661675e-11-1.6396420783323873e-10j),(-4.2217121877867096e-11+1.1101732470374178e-11j),(3.05578278406028e-11-8.117157516483854e-11j),(-7.01476835020897e-11-2.9610477895071e-11j),(4.9550213381677056e-12+2.1652045125222174e-11j),(-1.9719272456644125e-10+1.348181922838877e-10j),(1.574689409093629e-10-6.137020391100187e-11j),(4.2438103308129794e-11+2.260027680733593e-12j),(1.1868794649135797e-10-1.6326915616898372e-10j),(-4.3228686570332696e-11+2.824715503488454e-10j),(1.0193118125028763e-10-1.0621051492370482e-10j),(2.0940252627794007e-10+1.0825277647222887e-10j)
(-7.85061766917305e-12-5.082755324300394e-13j),(-5.279838652721254e-11+7.467670350218911e-12j),(1.2423486011428116e-11-2.3333303954034248e-11j),(7.54828539757699e-11-1.9222550713908614e-10j),(1.1963450591443701e-10-2.181514206911529e-10j),(-7.19397171400396e-11+1.5444984444805372e-12j),(7.237664802110593e-11+3.0689845090217637e-11j),(-1.2441523605470953e-11-3.4753434544621823e-11j),(3.1656395609939165e-12+2.3687275584622902e-11j),(-1.7488594442205605e-10+9.037690508040465e-11j),(1.4894306504196417e-10-3.916795515864242e-11j),(3.584320015049354e-11+8.274961000414293e-12j),(1.488180408755855e-10-1.658082686802596e-10j),(-9.656706074221578e-11+3.415223309786709e-10j),(1.503856468994551e-10-1.1519059914846967e-10j),(2.6069338648769456e-10+2.58762200944964e-10j)
(-1.2316005362559289e-11-3.88450571413901e-12j),(-3.8601941082449464e-11+3.6443085073317296e-13j),(4.5394839709798255e-11+2.3216975534636192e-11j),(9.977135229044435e-11-1.7613351047138724e-10j),(1.5378775148913784e-10-2.2570139659059045e-10j),(-8.732806141122078e-11-8.722685553432091e-12j),(1.0144896255408973e-10+1.3767866737457493e-10j),(4.788658168332656e-11-3.4064038156375207e-11j),(8.174306208878153e-13+2.1601998973019038e-11j),(-1.2804986066199467e-10+3.147398255395938e-11j),(1.200383716736802e-10-1.0561319159767519e-11j),(2.6040904164237027e-11+1.3622830191139507e-11j),(1.6208987909768915e-10-1.4683284136603303e-10j),(-1.4149640434616347e-10+3.606935038140905e-10j),(1.829251929103471e-10-1.0980375111988029e-10j),(2.8317122352897823e-10+3.8437767811832176e-10j)
(-1.2811944184019447e-11-6.3403549278399814e-12j),(-1.349117779804134e-11-7.65079791687717e-12j),(6.646767511480794e-11+6.398269818919287e-11j),(1.0374281547438954e-10-1.2069058310193626e-10j),(1.5733123797902998e-10-1.8495057224379777e-10j),(-8.56101763089593e-11-1.8158118312177635e-11j),(1.1161605424759608e-10+2.2056972008834665e-10j),(1.0028421893404247e-10-2.754070768542558e-11j),(-1.0672357159673872e-12+1.63664903870731e-11j),(-6.279603277343573e-11-3.2909571328214136e-11j),(7.445190628085625e-11+2.0629473927837052e-11j),(1.3868378626857938e-11+1.7739871125235744e-11j),(1.5633104464800057e-10-1.0846922380015422e-10j),(-1.7286512579506376e-10+3.374564307663278e-10j),(1.9548197316919843e-10-9.051063259494138e-11j),(2.7373603400791043e-10+4.723504219915536e-10j)
